nim,nama,prodi,IPK1,SKS1,IPK2,SKS2,IPK3,SKS3,IPK4,SKS4,IPK5,SKS5,IPK_1,SKS_1,IPK_2,SKS_2,IPK_3,SKS_3,IPK_4,SKS_4,IPK_5,SKS_5
1910119210029,MHSBIO19026,Pendidikan Biologi,3.78,18,3.74,42,3.67,65,3.65,88,3.69,106,1.139864617,-1.574125222,0.92347917,-0.088362523,0.715193817,0.133339032,0.65131982,0.241339649,0.706822804,-0.463005835
1910119220001,MHSBIO19027,Pendidikan Biologi,3.78,18,3.83,42,3.82,65,3.81,88,3.83,113,1.139864617,-1.574125222,1.182444228,-0.088362523,1.190395726,0.133339032,1.155414017,0.241339649,1.131947787,0.479088304
1910119220003,MHSBIO19028,Pendidikan Biologi,3.81,18,3.79,42,3.8,69,3.75,92,3.77,113,1.219512376,-1.574125222,1.067348647,-0.088362523,1.127035471,1.102523312,0.966378693,0.943820273,0.949751366,0.479088304
1910119220004,MHSBIO19029,Pendidikan Biologi,3.76,18,3.72,42,3.72,69,3.73,92,3.76,113,1.086766112,-1.574125222,0.865931379,-0.088362523,0.873594453,1.102523312,0.903366919,0.943820273,0.919385296,0.479088304
1910119220005,MHSBIO19030,Pendidikan Biologi,3.54,18,3.69,42,3.66,69,3.58,92,3.62,113,0.50268255,-1.574125222,0.779609693,-0.088362523,0.683513689,1.102523312,0.43077861,0.943820273,0.494260313,0.479088304
1910119220006,MHSBIO19031,Pendidikan Biologi,3.69,18,3.74,42,3.77,69,3.68,92,3.65,113,0.900921342,-1.574125222,0.92347917,-0.088362523,1.031995089,1.102523312,0.745837482,0.943820273,0.585358523,0.479088304
1910119220007,MHSBIO19032,Pendidikan Biologi,3.72,18,3.8,42,3.78,65,3.78,88,3.81,111,0.980569101,-1.574125222,1.096122542,-0.088362523,1.063675217,0.133339032,1.060896355,0.241339649,1.071215647,0.20991855
1910119220009,MHSBIO19033,Pendidikan Biologi,3.69,18,3.78,42,3.83,69,3.84,92,3.86,115,0.900921342,-1.574125222,1.038574752,-0.088362523,1.222075853,1.102523312,1.249931679,0.943820273,1.223045998,0.748258058
1910119220010,MHSBIO19034,Pendidikan Biologi,3.92,18,3.84,42,3.81,69,3.84,92,3.87,113,1.511554156,-1.574125222,1.211218124,-0.088362523,1.158715598,1.102523312,1.249931679,0.943820273,1.253412068,0.479088304
1910119220011,MHSBIO19035,Pendidikan Biologi,3.58,18,3.71,42,3.66,67,3.67,90,3.68,113,0.608879562,-1.574125222,0.837157484,-0.088362523,0.683513689,0.617931172,0.714331595,0.592579961,0.676456734,0.479088304
1910119220012,MHSBIO19036,Pendidikan Biologi,3.53,18,3.6,42,3.61,69,3.65,92,3.65,115,0.476133298,-1.574125222,0.520644635,-0.088362523,0.525113053,1.102523312,0.65131982,0.943820273,0.585358523,0.748258058
1910119220013,MHSBIO19037,Pendidikan Biologi,3.42,18,3.51,40,3.44,67,3.37,90,3.41,111,0.184091517,-1.574125222,0.261679577,-1.42642358,-0.013449111,0.617931172,-0.230845023,0.592579961,-0.143427162,0.20991855
1910119220014,MHSBIO19038,Pendidikan Biologi,3.72,18,3.7,42,3.7,69,3.65,92,3.63,115,0.980569101,-1.574125222,0.808383589,-0.088362523,0.810234198,1.102523312,0.65131982,0.943820273,0.524626383,0.748258058
1910119220015,MHSBIO19039,Pendidikan Biologi,3.46,18,3.3,40,3.22,63,3.15,86,3.29,106,0.290288528,-1.574125222,-0.342572226,-1.42642358,-0.710411911,-0.351253108,-0.923974543,-0.109900664,-0.507820004,-0.463005835
1910119220016,MHSBIO19040,Pendidikan Biologi,3.92,18,3.93,42,3.88,69,3.89,92,3.87,113,1.511554156,-1.574125222,1.470183182,-0.088362523,1.380476489,1.102523312,1.407461115,0.943820273,1.253412068,0.479088304
1910119220017,MHSBIO19041,Pendidikan Biologi,3.81,18,3.84,42,3.88,67,3.87,90,3.88,115,1.219512376,-1.574125222,1.211218124,-0.088362523,1.380476489,0.617931172,1.34444934,0.592579961,1.283778138,0.748258058
1910119220019,MHSBIO19042,Pendidikan Biologi,3.81,18,3.88,42,3.9,65,3.88,88,3.89,113,1.219512376,-1.574125222,1.326313705,-0.088362523,1.443836744,0.133339032,1.375955228,0.241339649,1.314144208,0.479088304
1910119220021,MHSBIO19043,Pendidikan Biologi,3.69,18,3.74,42,3.82,65,3.83,88,3.82,113,0.900921342,-1.574125222,0.92347917,-0.088362523,1.190395726,0.133339032,1.218425791,0.241339649,1.101581717,0.479088304
1910119220022,MHSBIO19044,Pendidikan Biologi,3.75,18,3.8,42,3.77,69,3.79,92,3.78,113,1.060216859,-1.574125222,1.096122542,-0.088362523,1.031995089,1.102523312,1.092402242,0.943820273,0.980117436,0.479088304
1910119220023,MHSBIO19045,Pendidikan Biologi,3.61,18,3.68,42,3.75,65,3.71,88,3.74,113,0.68852732,-1.574125222,0.750835798,-0.088362523,0.968634835,0.133339032,0.840355144,0.241339649,0.858653155,0.479088304
1910119220024,MHSBIO19046,Pendidikan Biologi,3.53,18,3.65,42,3.58,65,3.55,88,3.54,111,0.476133298,-1.574125222,0.664514112,-0.088362523,0.430072671,0.133339032,0.336260948,0.241339649,0.251331751,0.20991855
1910119220025,MHSBIO19047,Pendidikan Biologi,3.75,18,3.74,42,3.75,69,3.74,92,3.78,113,1.060216859,-1.574125222,0.92347917,-0.088362523,0.968634835,1.102523312,0.934872806,0.943820273,0.980117436,0.479088304
1910119220026,MHSBIO19048,Pendidikan Biologi,3.69,18,3.74,42,3.68,69,3.64,92,3.65,113,0.900921342,-1.574125222,0.92347917,-0.088362523,0.746873944,1.102523312,0.619813933,0.943820273,0.585358523,0.479088304
1910119220027,MHSBIO19049,Pendidikan Biologi,3.75,18,3.76,42,3.78,69,3.77,92,3.77,112,1.060216859,-1.574125222,0.981026961,-0.088362523,1.063675217,1.102523312,1.029390468,0.943820273,0.949751366,0.344503427
1910119220030,MHSBIO19051,Pendidikan Biologi,3.89,18,3.79,42,3.76,65,3.76,88,3.79,113,1.431906398,-1.574125222,1.067348647,-0.088362523,1.000314962,0.133339032,0.99788458,0.241339649,1.010483506,0.479088304
1910119220031,MHSBIO19052,Pendidikan Biologi,3.86,18,3.89,42,3.9,67,3.88,90,3.9,113,1.35225864,-1.574125222,1.355087601,-0.088362523,1.443836744,0.617931172,1.375955228,0.592579961,1.344510279,0.479088304
1910119220032,MHSBIO19053,Pendidikan Biologi,3.61,18,3.5,42,3.39,65,3.33,88,3.35,111,0.68852732,-1.574125222,0.232905681,-0.088362523,-0.171849747,0.133339032,-0.356868572,0.241339649,-0.325623583,0.20991855
1910119220033,MHSBIO19054,Pendidikan Biologi,3.62,18,3.57,40,3.46,63,3.42,86,3.49,109,0.715076573,-1.574125222,0.434322949,-1.42642358,0.049911144,-0.351253108,-0.073315587,-0.109900664,0.0995014,-0.059251204
1910119220034,MHSBIO19055,Pendidikan Biologi,3.94,18,3.95,42,3.91,69,3.89,92,3.89,113,1.564652662,-1.574125222,1.527730973,-0.088362523,1.475516871,1.102523312,1.407461115,0.943820273,1.314144208,0.479088304
1910119220036,MHSBIO19057,Pendidikan Biologi,3.51,18,3.55,42,3.53,65,3.5,86,3.52,107,0.423034792,-1.574125222,0.376775158,-0.088362523,0.271672035,0.133339032,0.178731511,-0.109900664,0.190599611,-0.328420958
1910119220037,MHSBIO19058,Pendidikan Biologi,3.46,18,3.46,40,3.54,65,3.49,88,3.57,111,0.290288528,-1.574125222,0.1178101,-1.42642358,0.303352162,0.133339032,0.147225624,0.241339649,0.342429962,0.20991855
1910119220038,MHSBIO19059,Pendidikan Biologi,3.62,18,3.58,42,3.57,69,3.46,92,3.46,115,0.715076573,-1.574125222,0.463096844,-0.088362523,0.398392544,1.102523312,0.052707962,0.943820273,0.008403189,0.748258058
1910119320001,MHSBIO19061,Pendidikan Biologi,3.49,18,3.61,40,3.64,63,3.6,86,3.64,111,0.369936287,-1.574125222,0.54941853,-1.42642358,0.620153435,-0.351253108,0.493790384,-0.109900664,0.554992453,0.20991855
1910119320002,MHSBIO19062,Pendidikan Biologi,3.64,18,3.6,42,3.57,67,3.44,90,3.3,115,0.768175078,-1.574125222,0.520644635,-0.088362523,0.398392544,0.617931172,-0.010303812,0.592579961,-0.477453934,0.748258058
1910119320003,MHSBIO19063,Pendidikan Biologi,3.4,18,3.51,40,3.55,63,3.54,86,3.59,111,0.130993011,-1.574125222,0.261679577,-1.42642358,0.335032289,-0.351253108,0.304755061,-0.109900664,0.403162102,0.20991855
1910119320004,MHSBIO19064,Pendidikan Biologi,3.56,18,3.54,42,3.56,67,3.53,90,3.54,113,0.555781056,-1.574125222,0.348001263,-0.088362523,0.366712417,0.617931172,0.273249173,0.592579961,0.251331751,0.479088304
1910119320005,MHSBIO19065,Pendidikan Biologi,3.61,18,3.69,42,3.72,69,3.71,92,3.74,113,0.68852732,-1.574125222,0.779609693,-0.088362523,0.873594453,1.102523312,0.840355144,0.943820273,0.858653155,0.479088304
1910119320006,MHSBIO19066,Pendidikan Biologi,3.51,18,3.57,42,3.57,69,3.59,92,3.56,113,0.423034792,-1.574125222,0.434322949,-0.088362523,0.398392544,1.102523312,0.462284497,0.943820273,0.312063891,0.479088304
1910119320007,MHSBIO19067,Pendidikan Biologi,3.57,18,3.61,42,3.57,69,3.49,92,3.54,113,0.582330309,-1.574125222,0.54941853,-0.088362523,0.398392544,1.102523312,0.147225624,0.943820273,0.251331751,0.479088304
1910119320008,MHSBIO19068,Pendidikan Biologi,3.54,18,3.64,42,3.58,69,3.51,90,3.43,111,0.50268255,-1.574125222,0.635740216,-0.088362523,0.430072671,1.102523312,0.210237399,0.592579961,-0.082695021,0.20991855
1910119320009,MHSBIO19069,Pendidikan Biologi,3.61,18,3.7,42,3.71,65,3.7,88,3.73,113,0.68852732,-1.574125222,0.808383589,-0.088362523,0.841914326,0.133339032,0.808849257,0.241339649,0.828287085,0.479088304
1910119320012,MHSBIO19072,Pendidikan Biologi,3.58,18,3.73,42,3.7,69,3.62,92,3.59,115,0.608879562,-1.574125222,0.894705275,-0.088362523,0.810234198,1.102523312,0.556802159,0.943820273,0.403162102,0.748258058
1910119320013,MHSBIO19073,Pendidikan Biologi,3.69,18,3.73,42,3.73,65,3.7,88,3.73,113,0.900921342,-1.574125222,0.894705275,-0.088362523,0.90527458,0.133339032,0.808849257,0.241339649,0.828287085,0.479088304
1910119320014,MHSBIO19074,Pendidikan Biologi,3.43,18,3.49,40,3.48,63,3.47,86,3.46,109,0.21064077,-1.574125222,0.204131786,-1.42642358,0.113271398,-0.351253108,0.08421385,-0.109900664,0.008403189,-0.059251204
1910119320015,MHSBIO19075,Pendidikan Biologi,3.56,18,3.64,42,3.66,65,3.63,88,3.68,111,0.555781056,-1.574125222,0.635740216,-0.088362523,0.683513689,0.133339032,0.588308046,0.241339649,0.676456734,0.20991855
1910119320016,MHSBIO19076,Pendidikan Biologi,3.29,18,3.39,40,3.41,67,3.3,90,3.35,111,-0.161048769,-1.574125222,-0.083607168,-1.42642358,-0.108489492,0.617931172,-0.451386234,0.592579961,-0.325623583,0.20991855
1910119320017,MHSBIO19077,Pendidikan Biologi,3.54,18,3.6,42,3.57,65,3.59,88,3.61,113,0.50268255,-1.574125222,0.520644635,-0.088362523,0.398392544,0.133339032,0.462284497,0.241339649,0.463894242,0.479088304
1910119320019,MHSBIO19078,Pendidikan Biologi,3.35,18,3.37,40,3.29,63,3.24,86,3.34,109,-0.001753253,-1.574125222,-0.141154958,-1.42642358,-0.48865102,-0.351253108,-0.640421558,-0.109900664,-0.355989653,-0.059251204
1910119320021,MHSBIO19079,Pendidikan Biologi,3.43,18,3.48,40,3.5,63,3.49,86,3.6,109,0.21064077,-1.574125222,0.175357891,-1.42642358,0.176631653,-0.351253108,0.147225624,-0.109900664,0.433528172,-0.059251204
1910119320022,MHSBIO19080,Pendidikan Biologi,3.29,18,3.42,40,3.52,67,3.5,90,3.53,111,-0.161048769,-1.574125222,0.002714518,-1.42642358,0.239991908,0.617931172,0.178731511,0.592579961,0.220965681,0.20991855
1910119320023,MHSBIO19081,Pendidikan Biologi,3.62,18,3.62,42,3.56,65,3.56,88,3.59,111,0.715076573,-1.574125222,0.578192426,-0.088362523,0.366712417,0.133339032,0.367766835,0.241339649,0.403162102,0.20991855
1910119320024,MHSBIO19082,Pendidikan Biologi,3.51,18,3.53,42,3.53,69,3.54,92,3.56,113,0.423034792,-1.574125222,0.319227367,-0.088362523,0.271672035,1.102523312,0.304755061,0.943820273,0.312063891,0.479088304
1910119320025,MHSBIO19083,Pendidikan Biologi,3.57,18,3.49,40,3.44,67,3.34,90,3.4,113,0.582330309,-1.574125222,0.204131786,-1.42642358,-0.013449111,0.617931172,-0.325362685,0.592579961,-0.173793232,0.479088304
1910121110004,MHSFIS19001,Pendidikan Fisika,3.81,20,3.89,42,3.86,64,3.9,86,3.92,111,1.219512376,0.185353936,1.355087601,-0.088362523,1.317116235,-0.108957038,1.438967002,-0.109900664,1.405242419,0.20991855
1910121120001,MHSFIS19002,Pendidikan Fisika,3.49,20,3.6,42,3.56,64,3.59,86,3.6,113,0.369936287,0.185353936,0.520644635,-0.088362523,0.366712417,-0.108957038,0.462284497,-0.109900664,0.433528172,0.479088304
1910121120002,MHSFIS19003,Pendidikan Fisika,3.29,20,3.58,42,3.66,62,3.66,84,3.68,109,-0.161048769,0.185353936,0.463096844,-0.088362523,0.683513689,-0.593549178,0.682825708,-0.461140976,0.676456734,-0.059251204
1910121120003,MHSFIS19004,Pendidikan Fisika,3.08,20,3.38,42,3.46,64,3.49,86,3.48,109,-0.718583078,0.185353936,-0.112381063,-0.088362523,0.049911144,-0.108957038,0.147225624,-0.109900664,0.06913533,-0.059251204
1910121120005,MHSFIS19005,Pendidikan Fisika,3.5,20,3.66,42,3.68,66,3.68,90,3.71,113,0.396485539,0.185353936,0.693288007,-0.088362523,0.746873944,0.375635102,0.745837482,0.592579961,0.767554945,0.479088304
1910121120007,MHSFIS19007,Pendidikan Fisika,3.05,20,3.26,42,3.27,62,3.25,84,3.16,107,-0.798230836,0.185353936,-0.457667807,-0.088362523,-0.552011274,-0.593549178,-0.60891567,-0.461140976,-0.902578917,-0.328420958
1910121120008,MHSFIS19008,Pendidikan Fisika,3,20,3.4,42,3.56,64,3.56,86,3.59,113,-0.9309771,0.185353936,-0.054833272,-0.088362523,0.366712417,-0.108957038,0.367766835,-0.109900664,0.403162102,0.479088304
1910121120009,MHSFIS19009,Pendidikan Fisika,3.91,20,3.88,44,3.79,68,3.82,90,3.82,115,1.485004904,0.185353936,1.326313705,1.249698535,1.095355344,0.860227242,1.186919904,0.592579961,1.101581717,0.748258058
1910121120011,MHSFIS19011,Pendidikan Fisika,2.98,20,3.3,42,3.39,62,3.43,84,3.41,107,-0.984075606,0.185353936,-0.342572226,-0.088362523,-0.171849747,-0.593549178,-0.041809699,-0.461140976,-0.143427162,-0.328420958
1910121120012,MHSFIS19012,Pendidikan Fisika,3.2,20,3.45,42,3.57,62,3.62,84,3.63,109,-0.399992044,0.185353936,0.089036205,-0.088362523,0.398392544,-0.593549178,0.556802159,-0.461140976,0.524626383,-0.059251204
1910121120013,MHSFIS19013,Pendidikan Fisika,3.25,20,3.35,42,3.47,64,3.38,86,3.4,109,-0.26724578,0.185353936,-0.198702749,-0.088362523,0.081591271,-0.108957038,-0.199339136,-0.109900664,-0.173793232,-0.059251204
1910121120015,MHSFIS19015,Pendidikan Fisika,3.59,20,3.6,42,3.65,66,3.68,88,3.67,107,0.635428814,0.185353936,0.520644635,-0.088362523,0.651833562,0.375635102,0.745837482,0.241339649,0.646090664,-0.328420958
1910121210010,MHSFIS19016,Pendidikan Fisika,2.75,20,3.02,40,3.22,60,3.23,82,3.2,105,-1.59470842,0.185353936,-1.148241296,-1.42642358,-0.710411911,-1.078141318,-0.671927445,-0.812381288,-0.781114636,-0.597590712
1910121210014,MHSFIS19018,Pendidikan Fisika,2.78,20,3.13,42,3.24,62,3.17,84,3.12,105,-1.515060662,0.185353936,-0.831728447,-0.088362523,-0.647051656,-0.593549178,-0.860962768,-0.461140976,-1.024043198,-0.597590712
1910121210015,MHSFIS19019,Pendidikan Fisika,3.52,20,3.6,44,3.72,68,3.7,90,3.66,113,0.449584045,0.185353936,0.520644635,1.249698535,0.873594453,0.860227242,0.808849257,0.592579961,0.615724593,0.479088304
1910121210020,MHSFIS19020,Pendidikan Fisika,3.12,20,3.48,42,3.56,62,3.62,84,3.71,107,-0.612386067,0.185353936,0.175357891,-0.088362523,0.366712417,-0.593549178,0.556802159,-0.461140976,0.767554945,-0.328420958
1910121210025,MHSFIS19021,Pendidikan Fisika,2.82,20,3.11,42,3.32,62,3.29,84,3.34,107,-1.40886365,0.185353936,-0.889276238,-0.088362523,-0.393610638,-0.593549178,-0.482892121,-0.461140976,-0.355989653,-0.328420958
1910121210026,MHSFIS19022,Pendidikan Fisika,2.82,20,3.1,42,3.08,62,2.76,82,2.31,98,-1.40886365,0.185353936,-0.918050133,-0.088362523,-1.153933692,-0.593549178,-2.152704147,-0.812381288,-3.483694885,-1.539684851
1910121220001,MHSFIS19023,Pendidikan Fisika,3.25,20,3.54,42,3.63,64,3.63,86,3.65,113,-0.26724578,0.185353936,0.348001263,-0.088362523,0.588473307,-0.108957038,0.588308046,-0.109900664,0.585358523,0.479088304
1910121220002,MHSFIS19024,Pendidikan Fisika,3.08,20,3.3,42,3.39,64,3.5,86,3.61,109,-0.718583078,0.185353936,-0.342572226,-0.088362523,-0.171849747,-0.108957038,0.178731511,-0.109900664,0.463894242,-0.059251204
1910121220004,MHSFIS19026,Pendidikan Fisika,3.12,20,3.43,42,3.6,62,3.65,84,3.71,109,-0.612386067,0.185353936,0.031488414,-0.088362523,0.493432926,-0.593549178,0.65131982,-0.461140976,0.767554945,-0.059251204
1910121220005,MHSFIS19027,Pendidikan Fisika,3.2,20,3.52,42,3.58,66,3.54,90,3.53,113,-0.399992044,0.185353936,0.290453472,-0.088362523,0.430072671,0.375635102,0.304755061,0.592579961,0.220965681,0.479088304
1910121220006,MHSFIS19028,Pendidikan Fisika,3.29,20,3.52,42,3.64,64,3.64,86,3.68,113,-0.161048769,0.185353936,0.290453472,-0.088362523,0.620153435,-0.108957038,0.619813933,-0.109900664,0.676456734,0.479088304
1910121220007,MHSFIS19029,Pendidikan Fisika,3.08,20,3.44,42,3.47,62,3.49,84,3.49,107,-0.718583078,0.185353936,0.060262309,-0.088362523,0.081591271,-0.593549178,0.147225624,-0.461140976,0.0995014,-0.328420958
1910121220009,MHSFIS19030,Pendidikan Fisika,2.9,20,3.18,42,3.29,62,3.29,84,3.31,107,-1.196469628,0.185353936,-0.68785897,-0.088362523,-0.48865102,-0.593549178,-0.482892121,-0.461140976,-0.447087864,-0.328420958
1910121220011,MHSFIS19031,Pendidikan Fisika,3.45,20,3.68,42,3.7,64,3.66,86,3.67,109,0.263739275,0.185353936,0.750835798,-0.088362523,0.810234198,-0.108957038,0.682825708,-0.109900664,0.646090664,-0.059251204
1910121220013,MHSFIS19032,Pendidikan Fisika,2.9,20,3.24,42,3.38,62,3.34,84,3.39,107,-1.196469628,0.185353936,-0.515215598,-0.088362523,-0.203529874,-0.593549178,-0.325362685,-0.461140976,-0.204159302,-0.328420958
1910121220016,MHSFIS19033,Pendidikan Fisika,3.35,20,3.54,42,3.62,62,3.63,84,3.65,107,-0.001753253,0.185353936,0.348001263,-0.088362523,0.55679318,-0.593549178,0.588308046,-0.461140976,0.585358523,-0.328420958
1910121220017,MHSFIS19034,Pendidikan Fisika,3.1,20,3.38,42,3.66,64,3.67,86,3.68,113,-0.665484572,0.185353936,-0.112381063,-0.088362523,0.683513689,-0.108957038,0.714331595,-0.109900664,0.676456734,0.479088304
1910121220018,MHSFIS19035,Pendidikan Fisika,2.85,20,3.13,42,3.3,62,3.38,84,3.4,107,-1.329215892,0.185353936,-0.831728447,-0.088362523,-0.456970892,-0.593549178,-0.199339136,-0.461140976,-0.173793232,-0.328420958
1910121220019,MHSFIS19036,Pendidikan Fisika,3.1,20,3.43,42,3.62,64,3.65,86,3.64,113,-0.665484572,0.185353936,0.031488414,-0.088362523,0.55679318,-0.108957038,0.65131982,-0.109900664,0.554992453,0.479088304
1910121220021,MHSFIS19037,Pendidikan Fisika,3.05,20,3.26,42,3.42,62,3.45,84,3.45,107,-0.798230836,0.185353936,-0.457667807,-0.088362523,-0.076809365,-0.593549178,0.021202075,-0.461140976,-0.021962881,-0.328420958
1910121220022,MHSFIS19038,Pendidikan Fisika,2.7,20,3.21,40,3.44,60,3.28,82,3.38,102,-1.727454684,0.185353936,-0.601537284,-1.42642358,-0.013449111,-1.078141318,-0.514398009,-0.812381288,-0.234525372,-1.001345343
1910121220023,MHSFIS19039,Pendidikan Fisika,3.02,20,3.28,42,3.38,62,3.38,84,3.36,107,-0.877878595,0.185353936,-0.400120017,-0.088362523,-0.203529874,-0.593549178,-0.199339136,-0.461140976,-0.295257513,-0.328420958
1910121310004,MHSFIS19040,Pendidikan Fisika,3.08,20,3.24,42,3.25,62,3.09,82,2.98,100,-0.718583078,0.185353936,-0.515215598,-0.088362523,-0.615371529,-0.593549178,-1.113009867,-0.812381288,-1.449168181,-1.270515097
1910121320001,MHSFIS19041,Pendidikan Fisika,2.88,20,2.96,42,3.07,62,3.05,84,3.11,105,-1.249568134,0.185353936,-1.320884668,-0.088362523,-1.18561382,-0.593549178,-1.239033416,-0.461140976,-1.054409268,-0.597590712
1910121320003,MHSFIS19042,Pendidikan Fisika,2.74,20,3.09,40,3.33,60,3.37,82,3.38,105,-1.621257673,0.185353936,-0.946824029,-1.42642358,-0.361930511,-1.078141318,-0.230845023,-0.812381288,-0.234525372,-0.597590712
1910121320005,MHSFIS19043,Pendidikan Fisika,2.78,20,2.99,42,3.16,62,3.17,84,3.19,107,-1.515060662,0.185353936,-1.234562982,-0.088362523,-0.900492674,-0.593549178,-0.860962768,-0.461140976,-0.811480706,-0.328420958
